AMGN,AXP,CAT,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,VZ,WBA,WMT
0,0,0,0,0,0,0,0,-9,0,4,0,5,0,0,-4,0,0,24,0,-7,-3,0,0,20
-1,0,0,0,0,0,0,0,-4,0,9,0,19,0,0,-6,0,0,22,0,-9,-7,0,-1,20
-2,3,0,9,-1,0,0,0,-3,0,16,0,11,11,10,-10,9,0,15,0,-8,-14,0,-2,19
0,0,0,8,-1,0,0,0,-4,0,14,0,10,9,11,-9,6,0,14,0,0,-15,0,0,16
-1,0,0,0,0,0,0,0,-6,0,17,0,5,0,13,-9,0,0,17,0,0,-12,0,-4,20
-2,0,0,0,0,0,0,0,-5,0,22,0,15,0,1,-5,1,0,17,0,0,-9,0,-3,23
0,0,0,0,0,0,0,0,0,0,17,0,20,0,0,-5,0,0,5,0,0,-9,0,-2,19
0,0,0,0,0,0,0,0,-1,0,3,0,20,0,0,-5,0,0,14,0,0,-10,0,0,18
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,10
0,0,0,-1,0,0,0,0,-2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-3,0,0,0,0,0,0,0,0,2
-2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-5,0,2,0,0,0,0,-4,0,0,0,0,0,0,0,0,24
0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,23
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-6,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-3,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-1,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-2,0,0,0,0,0,0,0,1,8
0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,-5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,-5,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,-2,0,0,0,0,-2,0,-6,0,0,0,0,0,0,0,1,19
0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,-4,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
0,0,0,-1,0,0,0,0,-5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,-1,0,0,0,4,0,0,-5,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,-5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,-4,0,2,0,0,0,0,-2,0,0,0,0,0,0,0,0,17
0,-2,0,0,0,0,0,0,0,0,15,0,1,0,0,-4,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,0,0,-3,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,16
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,4
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,6
0,0,-1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2,-2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,-1,0,0,0,0,0,0,1,0,1,-4,0,0,0,0,0,0,0,0,0,0,2
0,0,-1,0,0,0,0,0,-8,0,1,0,0,-2,0,0,0,0,8,0,0,0,0,0,21
0,0,0,0,0,0,0,0,-11,0,0,0,0,-1,0,0,0,0,20,0,0,0,0,0,2
0,0,-2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,6,0,0,0,0,0,1
0,0,-1,0,-2,0,0,0,0,0,0,0,0,0,0,-1,0,0,5,0,0,0,0,1,1
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,1,9
0,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,-3,0,0,8,0,0,0,0,0,1
0,0,-3,0,0,0,0,0,0,0,0,0,0,-1,0,-2,0,0,9,0,0,0,0,0,1
0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,3,0,0,0,0,0,1
0,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1
0,0,-3,-2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,8,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-2,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,10
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,4
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,10
0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,19
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,2
0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-3,0,0,0,0,0,0,0,0,6
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,9
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,4
0,-2,-5,0,-3,0,0,0,0,0,0,0,0,0,0,0,-2,0,20,0,0,0,0,0,0
0,0,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,-2,0,12,0,0,0,0,0,1
0,0,-1,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
0,0,-4,0,-4,0,0,0,0,0,0,0,0,0,0,-1,0,0,15,0,0,0,0,1,0
0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,8
0,-3,-3,0,0,0,0,0,0,0,0,0,10,0,0,-4,0,0,0,0,0,0,0,1,0
0,-4,-3,0,0,0,0,0,0,0,0,0,9,0,0,-1,0,0,0,0,0,0,0,1,2
0,-6,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,20
0,-5,-5,0,0,0,0,0,0,0,0,0,14,0,0,-2,0,0,0,0,0,0,0,2,1
0,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
0,-3,-3,0,0,0,0,0,0,0,0,0,3,0,0,-4,0,0,0,0,0,0,0,4,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,-8,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0
0,-5,-3,0,-4,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,1,24
0,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1
0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
0,-2,-2,-1,0,0,0,0,0,0,7,0,0,0,0,-3,0,0,0,0,0,0,0,0,18
0,0,0,-1,0,0,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,0,0,0,1,2
0,0,0,-1,0,0,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
