date,account_value
2023-01-03,1007899.6242103577
2023-01-04,1007909.5526819173
2023-01-05,1006758.3836369993
2023-01-06,1008559.6731049865
2023-01-09,1008931.4847591269
2023-01-10,1010063.4673363401
2023-01-11,1012736.6853964579
2023-01-12,1013975.6811760982
2023-01-13,1015197.6712248613
2023-01-17,1006173.8701377012
2023-01-18,1000279.2119238894
2023-01-19,998341.4387819865
2023-01-20,998249.7099884781
2023-01-23,1003200.0367425809
2023-01-24,1001554.6911979491
2023-01-25,1002800.4288320281
2023-01-26,1006416.8886642748
2023-01-27,1007954.540986033
2023-01-30,1007897.7382472998
2023-01-31,1018992.0571991163
2023-02-01,1018035.2050107315
2023-02-02,1016903.3571585892
2023-02-03,1016125.7919275215
2023-02-06,1017453.5271444939
2023-02-07,1021337.0326862362
2023-02-08,1018439.8038337239
2023-02-09,1008222.8646153973
2023-02-10,1016607.4933181256
2023-02-13,1026234.7213287114
2023-02-14,1020495.2840033558
2023-02-15,1023804.0798949345
2023-02-16,1017059.960397395
2023-02-17,1023383.8608262509
2023-02-21,1004424.8836224164
2023-02-22,1003179.9081402844
2023-02-23,1005371.7192590322
2023-02-24,998224.6724821232
2023-02-27,1000660.95826554
2023-02-28,986009.0501003446
2023-03-01,985654.1785454282
2023-03-02,993321.4681402273
2023-03-03,1004844.9575582322
2023-03-06,1006276.9867526062
2023-03-07,986555.3325470742
2023-03-08,985957.1162587899
2023-03-09,970456.0209674176
2023-03-10,956095.5734876202
2023-03-13,947724.6884601926
2023-03-14,957548.3971042336
2023-03-15,948573.0550462903
2023-03-16,960437.1058014211
2023-03-17,946123.182274743
2023-03-20,959853.75043085
2023-03-21,968376.5002452534
2023-03-22,953733.2502701788
2023-03-23,954168.9214238157
2023-03-24,958030.6974510679
2023-03-27,966000.7903415288
2023-03-28,964850.6177920484
2023-03-29,971907.845374053
2023-03-30,973775.5255736245
2023-03-31,984281.3731037836
2023-04-03,994694.2317448816
2023-04-04,989402.8488811997
2023-04-05,993066.5910078611
2023-04-06,991605.4927796354
2023-04-10,996948.206101489
2023-04-11,1002334.7724731474
2023-04-12,1001819.6327642126
2023-04-13,1014217.1958797101
2023-04-14,1012907.5922779035
2023-04-17,1013639.2937105703
2023-04-18,1014641.0934656438
2023-04-19,1010079.3123677167
2023-04-20,1004497.162075675
2023-04-21,1006034.5690535955
2023-04-24,1010190.2928773698
2023-04-25,1001793.6532254877
2023-04-26,991025.1817869386
2023-04-27,1004755.6602330484
2023-04-28,1011455.793717368
2023-05-01,1014018.1149562902
2023-05-02,1003684.1509289255
2023-05-03,994898.7514329728
2023-05-04,988950.7927119569
2023-05-05,1001787.6274801092
2023-05-08,1000802.2122931165
2023-05-09,996793.424435771
2023-05-10,993073.1406600217
2023-05-11,987575.4491634492
2023-05-12,986809.3420945482
2023-05-15,988084.4897535295
2023-05-16,974574.461259057
2023-05-17,980792.873699664
2023-05-18,986429.5251069936
2023-05-19,983883.8164920568
2023-05-22,972180.97358113
2023-05-23,965154.9697763986
2023-05-24,957217.753356492
2023-05-25,953401.8467650766
2023-05-26,958206.7791874819
2023-05-30,955647.7421326112
2023-05-31,951455.7464560594
2023-06-01,955834.2327255068
2023-06-02,981545.3706259966
2023-06-05,972603.1538861208
2023-06-06,970906.4477773942
2023-06-07,973800.5209682588
2023-06-08,977835.6670742101
2023-06-09,978018.6021525487
2023-06-12,984010.7414634275
2023-06-13,990336.2628242769
2023-06-14,996302.0284933443
2023-06-15,1007589.2608379374
2023-06-16,1009604.2618732175
2023-06-20,997877.2050547361
2023-06-21,997558.432174159
2023-06-22,995597.4514195547
2023-06-23,987795.6934259214
2023-06-26,988783.6177335539
2023-06-27,992527.2830903959
2023-06-28,992696.1989456281
2023-06-29,999984.8015794668
2023-06-30,1007048.8827866201
2023-07-03,1005225.741700076
2023-07-05,1002774.545469386
2023-07-06,990440.1011743059
2023-07-07,984347.4987476396
2023-07-10,993299.5975978898
2023-07-11,1002834.4879463243
2023-07-12,1004365.9533756303
2023-07-13,1006199.3819880818
2023-07-14,1003905.2940720395
2023-07-17,1007533.8809438352
2023-07-18,1012218.2313616285
2023-07-19,1015177.7434869489
2023-07-20,1019924.3444867162
2023-07-21,1018373.5244663572
2023-07-24,1019949.0168573045
2023-07-25,1019832.675759818
