date,account_value
2024-10-10,1358522.4138531545
2024-10-11,1368800.7537271017
2024-10-14,1382114.4545515417
2024-10-15,1379008.839990518
2024-10-16,1389089.2098483061
2024-10-17,1415473.1509194348
2024-10-18,1418820.0638257575
2024-10-21,1406480.5877471745
2024-10-22,1407463.0223861516
2024-10-23,1393941.652936147
2024-10-24,1372285.6387595457
2024-10-25,1358169.0044815305
2024-10-28,1365931.8638234113
2024-10-29,1357221.366367082
2024-10-30,1350635.5165277952
2024-10-31,1333054.2693210538
2024-11-01,1334083.6076719945
2024-11-04,1325979.9110223516
2024-11-05,1335026.3968593497
2024-11-06,1368841.7371553548
2024-11-07,1368650.4388265356
2024-11-08,1375811.489046262
2024-11-11,1375682.8453514685
2024-11-12,1373414.3362000098
2024-11-13,1377144.3677895179
2024-11-14,1385508.8088829627
2024-11-15,1385930.8870384803
2024-11-18,1390169.9216263404
2024-11-19,1386162.5590660681
2024-11-20,1390909.965659391
2024-11-21,1405344.1835205664
2024-11-22,1414880.2016174903
2024-11-25,1421911.4680740943
2024-11-26,1436971.7008812537
2024-11-27,1438639.2732040992
2024-11-29,1439954.6286575904
2024-12-02,1438337.9120209327
2024-12-03,1432444.7792313208
2024-12-04,1438821.251734983
2024-12-05,1450153.5964462867
2024-12-06,1450176.6748035064
2024-12-09,1424077.2290098546
2024-12-10,1418647.7548324484
2024-12-11,1415583.9096763968
2024-12-12,1420440.3630222639
2024-12-13,1416312.3253981795
2024-12-16,1413440.3588323225
2024-12-17,1413333.509076753
2024-12-18,1375682.3823711255
2024-12-19,1382762.4258930066
2024-12-20,1391094.5713807996
2024-12-23,1388185.713027017
2024-12-24,1400973.6254524626
2024-12-26,1402359.2783392195
2024-12-27,1389100.8777428258
2024-12-30,1376999.1272040303
2024-12-31,1377653.6190724156
2025-01-02,1374749.589869371
2025-01-03,1382859.9565285773
2025-01-06,1382450.730159139
2025-01-07,1384423.5865302556
2025-01-08,1388412.6388144963
2025-01-10,1359227.9701400273
2025-01-13,1361930.6213906796
2025-01-14,1371381.3021681914
2025-01-15,1384561.3901515326
2025-01-16,1389645.4138715072
2025-01-17,1395397.7003047422
2025-01-21,1404242.3173900044
2025-01-22,1425164.9429357352
2025-01-23,1425550.4875520605
2025-01-24,1425994.7325260444
2025-01-27,1439436.2040450415
2025-01-28,1438471.547304994
2025-01-29,1443768.3136423887
2025-01-30,1467454.7845562757
2025-01-31,1454601.1984471143
2025-02-03,1455776.6317175687
2025-02-04,1459027.789152986
2025-02-05,1460248.4864716963
2025-02-06,1455898.6684643186
2025-02-07,1444239.2070719313
2025-02-10,1439984.1415438931
2025-02-11,1453416.28653834
2025-02-12,1453020.7642032874
2025-02-13,1464618.1295864356
2025-02-14,1460589.856900431
2025-02-18,1462595.3621876014
2025-02-19,1479829.7644680312
2025-02-20,1476969.3637949242
2025-02-21,1462150.0306789726
2025-02-24,1473500.1807739814
2025-02-25,1475397.8089393028
2025-02-26,1470531.071020449
2025-02-27,1474840.7507236504
2025-02-28,1492740.8593754906
2025-03-03,1487550.3647084374
2025-03-04,1461730.7275052208
2025-03-05,1472937.9042248863
2025-03-06,1458268.5733685172
2025-03-07,1474798.323685137
2025-03-10,1458273.700211016
2025-03-11,1435821.6042631438
2025-03-12,1436055.8874815276
2025-03-13,1424918.619167166
2025-03-14,1449228.455295401
2025-03-17,1467831.9704931548
2025-03-18,1446643.7052445472
2025-03-19,1460785.7779488624
2025-03-20,1444200.5472893775
2025-03-21,1439914.3333497108
2025-03-24,1455702.9601655067
2025-03-25,1460854.179804682
2025-03-26,1464176.945327372
2025-03-27,1456530.3098216958
2025-03-28,1436355.34209022
2025-03-31,1451069.2463336892
2025-04-01,1456838.4878955788
2025-04-02,1455286.2777820535
2025-04-03,1417411.8415332742
2025-04-04,1327407.595203013
2025-04-07,1309991.484996409
2025-04-08,1301358.127284617
2025-04-09,1391962.260737986
2025-04-10,1360430.3298107095
2025-04-11,1376413.4336887307
2025-04-14,1390387.6832731345
2025-04-15,1387096.205703341
2025-04-16,1369166.3639596733
2025-04-17,1378809.4541651825
2025-04-21,1354046.1189393601
2025-04-22,1399547.1059421676
2025-04-23,1406067.0062762513
2025-04-24,1404455.7397885802
2025-04-25,1405714.6582385239
2025-04-28,1413026.4015339646
2025-04-29,1425762.2498272613
2025-04-30,1430404.381950743
2025-05-01,1436451.3968546279
2025-05-02,1466636.1873189453
2025-05-05,1469056.6328687386
2025-05-06,1464714.2004591392
2025-05-07,1489813.2592991279
2025-05-08,1500684.6950978797
2025-05-09,1497430.1901351188
2025-05-12,1521901.8082908501
2025-05-13,1523159.5482149224
2025-05-14,1520323.0490659813
2025-05-15,1551852.293416407
2025-05-16,1564169.1173654196
2025-05-19,1569878.0410559182
2025-05-20,1565092.2397265648
2025-05-21,1543254.5676701989
2025-05-22,1541418.521760279
2025-05-23,1536552.6459187188
2025-05-27,1561265.007950434
2025-05-28,1548488.2694020255
2025-05-29,1551327.4954800666
2025-05-30,1556299.9625738473
2025-06-02,1561228.5776378578
2025-06-03,1564025.8187750266
2025-06-04,1557907.2050818885
2025-06-05,1556950.7536793465
2025-06-06,1568370.1136924995
2025-06-09,1567302.973194056
2025-06-10,1572495.8544949135
2025-06-11,1578667.2967261681
2025-06-12,1585148.6378294167
2025-06-13,1568211.8325750106
2025-06-16,1583583.9292069725
2025-06-17,1574703.968719851
2025-06-18,1576029.4427679619
2025-06-20,1573082.167721125
2025-06-23,1598669.0762065528
2025-06-24,1610790.9030077194
2025-06-25,1598923.7760431503
2025-06-26,1612969.6595613693
2025-06-27,1615459.7957086395
2025-06-30,1632533.4420270598
2025-07-01,1628560.2008399947
2025-07-02,1607428.4616663957
2025-07-03,1628722.8460729355
2025-07-07,1617324.7020770248
2025-07-08,1608436.333619864
2025-07-09,1609754.2239999527
2025-07-10,1610112.6198434585
2025-07-11,1599891.5857171768
2025-07-14,1602630.3111276382
2025-07-15,1592102.7799615616
2025-07-16,1595776.2210550064
2025-07-17,1623133.7027826065
2025-07-18,1621246.9770593399
2025-07-21,1615854.798820498
2025-07-22,1612104.6418365159
2025-07-23,1611153.3581608795
2025-07-24,1583312.045836901
2025-07-25,1585046.391829943
2025-07-28,1574668.8680327323
2025-07-29,1583579.502630213
